	 Training data average log likelihood: -560.4706706823392

10 topics:
TOPIC_0;barack;0.060842762632362886
TOPIC_0;glonass;0.059779236978492585
TOPIC_0;Caroline;0.04291666052221813
TOPIC_0;blog;0.04063312700586559
TOPIC_0;Eduardo;0.008424789656165586
TOPIC_0;playback;0.006587455566379585
TOPIC_0;jumpstart;0.006142158555302201
TOPIC_0;thrive;0.005374722652005537
TOPIC_0;ardent;0.005161652152023919
TOPIC_0;Cutter;0.00503637068813937
TOPIC_0;parallel;0.004760480333924826
TOPIC_0;eighth-grader;0.0044546169333285835
TOPIC_0;cruise;0.004174271083532506
TOPIC_0;Queen;0.003993970422978594
TOPIC_0;bone;0.003935465852526928
TOPIC_0;counselor;0.0033425125968644226
TOPIC_0;O'Connell;0.00301174013562672
TOPIC_0;Detroit;0.0029941529058534868
TOPIC_0;backing;0.0029442419555054202
TOPIC_0;promised;0.0029106974327556432
TOPIC_0;magic;0.0026927822789134023
TOPIC_0;three-story;0.0025079751778459137
TOPIC_0;Atherton;0.0024257719080843726
TOPIC_0;only;0.0023964663895786552
TOPIC_0;2010;0.002349571856782462
TOPIC_0;2.2;0.0023463806166464526
TOPIC_0;earpiece;0.0023210118551855474
TOPIC_0;Kennedy;0.002316689364523633
TOPIC_0;President;0.0022963792755655702
TOPIC_0;72.5;0.0022332019349207547
TOPIC_0;fan;0.002212039947812778
TOPIC_0;broad;0.002074715302511116
TOPIC_0;materialize;0.00207230450658891
TOPIC_0;AT&T;0.0020233884268027872
TOPIC_0;certainly;0.0019904882265978684
TOPIC_0;Dean;0.0019403983191867169
TOPIC_0;taxi;0.0019122893909320536
TOPIC_0;4G;0.0018809948124884402
TOPIC_0;fitness-related;0.0018559363722352768
TOPIC_0;Tosic;0.0018386956927982227
TOPIC_0;donor;0.0018167686632660006
TOPIC_0;handle;0.0018038595733337545
TOPIC_0;ping;0.001741386129874161
TOPIC_0;spur;0.001697253049711843
TOPIC_0;dimpled;0.0016016944581423273
TOPIC_0;yellow;0.0015722583227021554
TOPIC_0;brightness;0.0015648265089294022
TOPIC_0;0300;0.0015385632588223624
TOPIC_0;scanner;0.001524233621340968
TOPIC_0;dramatically;0.0014913087190299946
TOPIC_0;battle;0.0014466518444609347
TOPIC_0;Haircuts;0.0014290576967606067
TOPIC_0;III;0.001389252904646886
TOPIC_0;Fabrice;0.0013360866216347161
TOPIC_0;oil-rich;0.0013335024393142476
TOPIC_0;Thai;0.0013255557305765606
TOPIC_0;13.9;0.0013092019152836796
TOPIC_0;70,000;0.0012882882135960647
TOPIC_0;Pascal;0.001281470500937418
TOPIC_0;price-wise;0.0012682948200724272
TOPIC_0;CNET;0.0012681082993000888
TOPIC_0;5,000;0.001237995225242648
TOPIC_0;B.K.;0.0012366506638101734
TOPIC_0;salifou;0.001224842737053169
TOPIC_0;forgive;0.0012010666587749723
TOPIC_0;foreign;0.0011923069303449352
TOPIC_0;Addicks;0.0011851482582393498
TOPIC_0;land;0.001181089280644643
TOPIC_0;Commonwealth;0.0011781001250926297
TOPIC_0;mid-air;0.0011723402897902775
TOPIC_0;caricature;0.0011666952139411674
TOPIC_0;samaras;0.0011618768283667145
TOPIC_0;skeptical;0.0011511789514587088
TOPIC_0;Jo;0.0011458182619865402
TOPIC_0;range;0.001144839558103508
TOPIC_0;geophysicist;0.0011423932911553284
TOPIC_0;income;0.001130167873902325
TOPIC_0;Disney;0.001122045359447353
TOPIC_0;applaud;0.0011129055852020628
TOPIC_0;Vedran;0.0010864195901345271
TOPIC_0;sensitive;0.0010712999630961733
TOPIC_0;mental;0.0010680487098978634
TOPIC_0;16:00;0.00106400451946158
TOPIC_0;roar;0.0010598590292678824
TOPIC_0;WIGAN;0.0010594879397636794
TOPIC_0;gamesmanship;0.001053690907733739
TOPIC_0;Aaron;0.0010397573884759084
TOPIC_0;interact;0.0010360588719215637
TOPIC_0;Anglos;0.0010276570952626792
TOPIC_0;Figure;0.0010257645727107649
TOPIC_0;Richardson;0.001016644174366667
TOPIC_0;effort;0.001005839258763507
TOPIC_0;city;0.0010055089501809838
TOPIC_0;parkes;9.952727364292739E-4
TOPIC_0;intraday;9.857070123988586E-4
TOPIC_0;Zhirkov;9.848951859824809E-4
TOPIC_0;revolve;9.823742972562665E-4
TOPIC_0;platitude;9.78515587959739E-4
TOPIC_0;singing;9.761674203977181E-4
TOPIC_0;trademark;9.737869658915364E-4
TOPIC_0;can;9.621480756427259E-4
TOPIC_0;devastate;9.564781019038487E-4
TOPIC_0;Chipset;9.538665908797416E-4
TOPIC_0;gang-banger;9.464174216711445E-4
TOPIC_0;March;9.412660268483742E-4
TOPIC_0;same;9.40964565787495E-4
TOPIC_0;Poki;9.37116821997273E-4
TOPIC_0;demolish;9.34351449179428E-4
TOPIC_0;stitch;9.293747398287269E-4
TOPIC_0;labor;9.120903429439108E-4
TOPIC_0;Kick-Off;8.946436182623867E-4
TOPIC_0;Mount;8.796328928085453E-4
TOPIC_0;kickstarter-backed;8.746972088426129E-4
TOPIC_0;anybody;8.626106324509289E-4
TOPIC_0;O'Neill;8.525212065310521E-4
TOPIC_0;calling;8.518282088353172E-4
TOPIC_0;lte/wi-fi;8.472079264298044E-4
TOPIC_0;Stones;8.430670269871487E-4
TOPIC_0;funny;8.416317899640969E-4
TOPIC_0;toss;8.409330951567797E-4
TOPIC_0;simulate;8.354985575249833E-4
TOPIC_0;rapt;8.353242328853997E-4
TOPIC_0;family;8.339580096489776E-4
TOPIC_0;56;8.337705736266016E-4
TOPIC_0;Shimmery;8.327830263137732E-4
TOPIC_0;nitpicky;8.314148327737594E-4
TOPIC_0;pledge;8.286909463713549E-4
TOPIC_0;discipline;8.250345109497391E-4
TOPIC_0;Burst;8.244482140455102E-4
TOPIC_0;brain;8.227542331250251E-4
TOPIC_0;931;8.150104936224682E-4
TOPIC_0;benefit;8.066204086359389E-4
TOPIC_0;606;8.043471011088468E-4
TOPIC_0;flashlight;8.018022418668632E-4
TOPIC_0;rate;7.950792555925273E-4
TOPIC_0;elderly;7.944910339617085E-4
TOPIC_0;structural;7.937072899826922E-4
TOPIC_0;earthly;7.851182132167925E-4
TOPIC_0;bright;7.79354845817742E-4
TOPIC_0;spook;7.754180733073732E-4
TOPIC_0;wellness;7.707627021655168E-4
TOPIC_0;resort;7.662211877128181E-4
TOPIC_0;discussion;7.661101741210332E-4
TOPIC_0;L.A.;7.629042965142537E-4
TOPIC_0;rockin;7.520999267905431E-4
TOPIC_0;linger;7.498684228711248E-4
TOPIC_0;undrafted;7.490630649930842E-4
TOPIC_0;44th;7.435108921733247E-4
TOPIC_0;Stech;7.426748401604497E-4
TOPIC_0;Bardsley;7.422815015863249E-4
TOPIC_0;ThinkPad;7.412018624300042E-4
TOPIC_0;laugh;7.40371728330567E-4
TOPIC_0;resemblance;7.274365767152317E-4
TOPIC_0;detain;7.260902995128723E-4
TOPIC_0;Fenwick;7.211843083035842E-4
TOPIC_0;Habitat;7.196439513284828E-4
TOPIC_0;nanometer;7.192013880553921E-4
TOPIC_0;surround;7.114752383072725E-4
TOPIC_0;solution;7.10763543452316E-4
TOPIC_0;differ;7.078132953601322E-4
TOPIC_0;reconfigure;7.068634220155522E-4
TOPIC_0;compact;7.043779198882004E-4
TOPIC_0;Spa;7.021888890145432E-4
TOPIC_0;six;7.003803227055486E-4
TOPIC_0;Etsuko;6.99859361363014E-4
TOPIC_0;Swindon;6.983028923439171E-4
TOPIC_0;missile;6.980372619089128E-4
TOPIC_0;leeway;6.865916920492595E-4
TOPIC_0;unintentional;6.862225301465062E-4
TOPIC_0;Khan;6.802479939246905E-4
TOPIC_0;Tottenham;6.800186243200004E-4
TOPIC_0;alone;6.798881525558944E-4
TOPIC_0;Jenas;6.776134537229174E-4
TOPIC_0;overachiever;6.731914373572645E-4
TOPIC_0;noisier;6.723277257479068E-4
TOPIC_0;virtually;6.678625999770762E-4
TOPIC_0;location;6.574797877089106E-4
TOPIC_0;aluminum;6.528195308431112E-4
